"sep=,"
"DlugoscSlowa","SlowoBezKwadratow","ParametrPrzesuniecia"
144,"""512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
145,"""1512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
146,"""21512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
147,"""121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
148,"""3121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
149,"""13121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
150,"""213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
151,"""1213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
152,"""41213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
153,"""141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
154,"""2141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
155,"""12141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
156,"""312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
157,"""1312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
158,"""21312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
159,"""121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
160,"""6121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
161,"""16121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
162,"""216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
163,"""1216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
164,"""31216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
165,"""131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
166,"""2131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
167,"""12131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
168,"""412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
169,"""1412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
170,"""21412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
171,"""121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
172,"""3121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
173,"""13121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
174,"""213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
175,"""1213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
176,"""51213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
177,"""151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
178,"""2151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
179,"""12151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
180,"""312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
181,"""1312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
182,"""21312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
183,"""121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
184,"""4121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
185,"""14121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
186,"""214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
187,"""1214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
188,"""31214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
189,"""131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
190,"""2131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
191,"""12131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
192,"""712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
193,"""1712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
194,"""21712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
195,"""121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
196,"""3121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
197,"""13121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
198,"""213121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
199,"""1213121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
200,"""41213121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
201,"""141213121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
202,"""2141213121712131214121312151213121412131216121312141213121512131214121312181213121412131215121312141213121612131214121312151213121412131217121312141213121512131214121312161213121412131215121312141213121""",1
"","",""
"Status zakonczenia:","Osiagnieto limit iteracji",""
"Kierunek:","OdPoczatku",""
"Czas wykonania (s):",0.1369339,""
