"sep=,"
182,23113131232213312113132124212125211533123232132311132142122513121423424123213112312312323121211323223232121152213213323143121325312442113123121623232233322331221233418211331121254321
183,231131312322133121131321242121252115331232321323111321421221513121423424123213112312312323121211323223232121152213213323143121325312442113123121623232233322331221233418211331121254321
184,2311313123221331211313212421212521153312323213231113214212215131214234241232131123123123231212113232232321211522132133231431213253124421131231216232322333223312212334182113311212542321
185,23113131232213131211313212421212521153312323213231113214212215131214234241232131123123123231212113232232321211522132133231431213253124421131231216232322333223312212334182113311212542321
186,231131312322131312113132124212125211533123232132311132142122151312142342412321311231231232312121132322323212115221321332314312132531244211312312162323223332233122123341282113311212542321
187,2311313123221313121131321242121252115331232321323111321421221513121423424123213112312312323121211323223232121152213213323143121325312442113123121623232233322331221233412821131311212542321
188,23113131232213131211313221242121252115331232321323111321421221513121423424123213112312312323121211323223232121152213213323143121325312442113123121623232233322331221233412821131311212542321
189,231131312322131312113132212421212521153312323213231113214212215131214234241232131123123123231212113232232321211522132133231143121325312442113123121623232233322331221233412821131311212542321
190,2311313123221313121131322124212125211533123232132311132142122151312142342412321311231231232312121132322323212115221321332311431213253124421131231216232322332322331221233412821131311212542321
191,23113131232213131211313221242121252115331232321323111321421221513121423424123213112312312323121211323223232121152231321332311431213253124421131231216232322332322331221233412821131311212542321
192,231131312322131312113132212421212521153312323213231113214212215131214234241232131123123123231212113232232321211522313213323114312132531244211312312161232322332322331221233412821131311212542321
193,2311313123221313121131322124212125211533123232132311132142122151312142342421232131123123123231212113232232321211522313213323114312132531244211312312161232322332322331221233412821131311212542321
194,23113133123221313121131322124212125211533123232132311132142122151312142342421232131123123123231212113232232321211522313213323114312132531244211312312161232322332322331221233412821131311212542321
195,231131331232213131211313221242121252115331232321323111321421221513121423424212321311231231232312121132372232321211522313213323114312132531244211312312161232322332322331221233412821131311212542321
196,2311313312322131312113132212421212521153312323213231113214212215131214234242123213112312312323121211323722323212115223132133231143121325312442113123212161232322332322331221233412821131311212542321
197,23113133123221313121131322124212125211533123232132311132142122151312142342421232131123123123231212113237223232121152231332133231143121325312442113123212161232322332322331221233412821131311212542321
198,231131331232213131211313221242121252115331232321323111321421221513121423424212321311231231232312121132372232321211522313321332311431213253124421131232121612323223323223312212334121821131311212542321
199,2311313312322131312113132212421212521153312323213231113214212215131214234242123213112312312323121212132372232321211522313321332311431213253124421131232121612323223323223312212334121821131311212542321
200,23113133123221313121131322124212125211533123232132311132142122151312142342421232131123123123231212121323722323212115223133213323114312132531244211312321216112323223323223312212334121821131311212542321
"",""
"Status zakonczenia:","Ukonczono (Wariant A)"
"Czas wykonania (s):",3.3003908
