"sep=,"
"Krok","WygenerowanaLiczba"
150,2110519686679594273123178949982808154770308972546490360219999602314969307359894653903783065056634350742072609795026196310938916324263327305629971373933
151,21105196866795942731231789499828081547703089725464903602199996023149693073598946539037830650566343507420726097950261963109389163242633278305629971373933
152,211051968667959427312317894998280815477030897254649036021999960231496930735989465390378306505663435074207260979502619631079389163242633278305629971373933
153,2110519686679594273123178949982808154770308972546490360219999602314969307359894653903783065056634350742072609795026196310793891632426332708305629971373933
154,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065056634350742072609795026196310793891632426332708305629971373933
155,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650566343507420726097950261963107938916324263327083056289971373933
156,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505663435074207260979502619631079389163242633270830561289971373933
157,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065056634350742072609795026196310793891632492633270830561289971373933
158,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650566343507420726097950261963107938916324926332708305612899713739033
159,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505663435074207260979502619631079389163249263327083056128992713739033
160,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979502619631079389163249263327083056128992713739033
161,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795026196310793891632492633270830561289392713739033
162,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097950261963107938916324926332708305612893927813739033
163,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979502619631079389163249263327083056128939278137309033
164,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795026196310793891632492633270830561289392781373090313
165,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097950261963107938916324926332708305612899392781373090313
166,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979502619631079389163249263323708305612899392781373090313
167,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795026196310793891632492633237083056128993927813730903153
168,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097950261963107193891632492633237083056128993927813730903153
169,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979502619631071938916324926332370830561289939278137309203153
170,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795026196310719389163249263323708305612789939278137309203153
171,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097950261963107193891632492633237083056127899392781375309203153
172,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979502619631071938916324926332370830569127899392781375309203153
173,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795026196310719389163249263323708305691278993927813753092031563
174,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097950261963107193891632492633237083056912789939278137534092031563
175,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979520261963107193891632492633237083056912789939278137534092031563
176,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795202619631071938916324926332370830569127899392781375340926031563
177,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097952026196310719381916324926332370830569127899392781375340926031563
178,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979520261963107193819163249263323708305691278993927813753409260315623
179,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795202619631071938191632492633237083056912789939278137534092603153623
180,2110519686679594273123178949982808154770308972546490360219999602314969307359894965390378306505466343507420726097952026196310719381916320492633237083056912789939278137534092603153623
181,21105196866795942731231789499828081547703089725464903602199996023149693073598949653903783065054663435074207260979520261963107193819163204926332370830569127894939278137534092603153623
182,211051968667959427312317894998280815477030897254649036021999960231496930735989496539037830650546634350742072609795202619631071938191632049263323708305691278949392781375340926031536239
183,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263323708305691278949392781375340926031536239
184,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633237083056912789493927813753409260315362399
185,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926332370830569127869493927813753409260315362399
186,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263323708305691270869493927813753409260315362399
187,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633237083056912708694930927813753409260315362399
188,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926332370830569127086949309278137534092603615362399
189,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263323708303569127086949309278137534092603615362399
190,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633237083035691270869493092781375340926036115362399
191,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926332370830356912708694930927813753409260361153623299
192,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263323708303569127086949309278137534092603611534623299
193,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633237083035691270869493092781375340926036115346232909
194,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926332370830356912708694930927813753409526036115346232909
195,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263362370830356912708694930927813753409526036115346232909
196,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633623708303569127086949309278137534095260361415346232909
197,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926336237083035689127086949309278137534095260361415346232909
198,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263362370830356891270869493092781375340952603614153946232909
199,21105196866795942731231789499828081547703089725464903602199996023149693073592894965390378306505466343507420726097952026196310719381916320492633623708303568912708694930927813753409526036143153946232909
200,211051968667959427312317894998280815477030897254649036021999960231496930735928949653903783065054663435074207260979520261963107193819163204926336237083035689127086949309278137534095260361430153946232909
201,2110519686679594273123178949982808154770308972546490360219999602314969307359289496539037830650546634350742072609795202619631071938191632049263362370830356891270869493092781375340952603614301513946232909
"",""
"Status zakonczenia:","Osiagnieto limit iteracji"
"Czas wykonania (s):",4.6462833
