"sep=,"
"Krok","WygenerowanaLiczba"
1,2
2,23
3,223
4,2203
5,22003
6,220013
7,2200103
8,22000103
9,223000103
10,2230001003
11,22300010023
12,223000100023
13,2230001000203
14,22301001000203
15,223010001000203
16,2230010001000203
17,22300010001000203
18,222300010001000203
19,2223000100010001203
20,22203000100010001203
"",""
"Status zakonczenia:","Ukonczono (Wariant A)"
"Czas wykonania (s):",0.001955
